phase,speed_profile,altitude_profile,bs_density_profile,policy,mean_handovers,mean_ping_pong,mean_interruption_s,mean_latency_violations,service_success_rate_pct,mean_throughput_mbps,mean_sinr_db,sample_size
maturity,low,low,dense,proactive,21.903225806451612,4.838709677419355,0.7543709677419355,786.8709677419355,2.4300441826215025,10.70741935483871,5.4433870967741935,62
maturity,low,low,dense,reactive,70.0,42.58064516129032,7.8835041935483865,830.5483870967741,0.0,11.21016129032258,6.251129032258064,62
maturity,low,low,sparse,proactive,17.241935483870968,4.112903225806452,0.5938225806451614,706.983870967742,2.432179607109448,12.160806451612904,8.244193548387097,62
maturity,low,low,sparse,reactive,60.45161290322581,37.193548387096776,7.0060540322580644,742.7903225806451,0.0,12.563387096774193,8.88790322580645,62
maturity,low,mid,dense,proactive,22.693548387096776,4.82258064516129,0.7846290322580645,836.6935483870968,1.8479033404406537,9.849838709677421,3.021451612903226,62
maturity,low,mid,dense,reactive,75.16129032258064,46.016129032258064,8.488185161290323,884.4193548387096,0.0,10.355967741935485,3.854516129032258,62
maturity,low,mid,sparse,proactive,17.274193548387096,4.064516129032258,0.5945806451612904,732.4354838709677,2.5210084033613445,11.777096774193547,6.561129032258065,62
maturity,low,mid,sparse,reactive,62.145161290322584,37.91935483870968,7.2206216129032255,771.1774193548387,0.0,12.14241935483871,7.179354838709678,62
maturity,medium,high,dense,proactive,23.387096774193548,5.67741935483871,0.8051935483870968,701.0806451612904,2.4827586206896552,8.777258064516129,1.0548387096774194,62
maturity,medium,high,dense,reactive,66.48387096774194,38.354838709677416,7.493568548387096,739.4516129032259,0.0,9.44032258064516,2.1837096774193547,62
maturity,medium,high,sparse,proactive,16.983870967741936,4.112903225806452,0.5840483870967742,601.1290322580645,2.6590693257359925,11.175,5.210322580645162,62
maturity,medium,high,sparse,reactive,53.61290322580645,30.822580645161292,6.182863709677419,632.3870967741935,0.0,11.659193548387098,6.058064516129033,62
maturity,medium,low,dense,proactive,22.032258064516128,5.064516129032258,0.7496129032258064,622.1290322580645,4.24597364568082,10.533870967741937,5.159032258064516,62
