run_id,seed,phase,speed_profile,altitude_profile,bs_density_profile,bs_spacing_km,generated_flights,run_duration_s,policy,flight_id,origin,destination,route_length_km,speed_kmh,altitude_m,service,handover_count,radio_handover_successes,radio_handover_failures,service_continuity_successes,service_continuity_failures,ping_pong_events,precache_hits,latency_violations,mean_throughput_mbps,mean_sinr_db,total_interruption_ms,completed,service_handover_count,handover_failure_rate,is_high_speed,is_high_altitude,is_dense
205,11,maturity,high,low,sparse,5.5,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,213.75,300.0,remote_uav_hd_control,4,2,2,0,4,1,0,152,12.78,8.65,140.0,1,4,0.5,1,0,0
209,11,maturity,high,mid,sparse,5.5,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,213.75,450.0,remote_uav_hd_control,4,2,2,0,4,1,0,153,12.71,7.41,140.0,1,4,0.5,1,0,0
213,11,maturity,high,high,sparse,5.5,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,213.75,600.0,remote_uav_hd_control,4,2,2,0,4,1,0,154,12.61,7.04,140.0,1,4,0.5,1,1,0
181,11,maturity,low,low,sparse,5.5,31,1800.0,proactive,15,IncheonHub,GimpoHub,8.25,138.79,300.0,remote_uav_hd_control,6,4,2,0,6,0,0,234,12.84,8.99,210.0,1,6,0.3333333333333333,0,0,0
185,11,maturity,low,mid,sparse,5.5,31,1800.0,proactive,15,IncheonHub,GimpoHub,8.25,138.79,450.0,remote_uav_hd_control,6,4,2,0,6,0,0,236,12.74,7.69,210.0,1,6,0.3333333333333333,0,0,0
209,11,maturity,high,mid,sparse,5.5,31,1800.0,proactive,15,IncheonHub,GimpoHub,8.25,212.89,450.0,remote_uav_hd_control,6,4,2,0,6,0,0,156,12.67,7.34,210.0,1,6,0.3333333333333333,1,0,0
213,11,maturity,high,high,sparse,5.5,31,1800.0,proactive,15,IncheonHub,GimpoHub,8.25,212.89,600.0,remote_uav_hd_control,6,4,2,0,6,0,0,157,12.56,6.94,210.0,1,6,0.3333333333333333,1,1,0
181,11,maturity,low,low,sparse,5.5,31,1800.0,proactive,17,IncheonHub,GimpoHub,8.25,137.24,300.0,remote_uav_hd_control,7,5,2,0,7,0,0,238,12.89,9.32,245.0,1,7,0.2857142857142857,0,0,0
193,11,maturity,medium,low,sparse,5.5,31,1800.0,proactive,17,IncheonHub,GimpoHub,8.25,175.87,300.0,remote_uav_hd_control,7,5,2,0,7,0,0,187,12.83,8.85,245.0,1,7,0.2857142857142857,0,0,0
197,11,maturity,medium,mid,sparse,5.5,31,1800.0,proactive,17,IncheonHub,GimpoHub,8.25,175.87,450.0,remote_uav_hd_control,7,5,2,0,7,0,0,188,12.75,7.62,245.0,1,7,0.2857142857142857,0,0,0
205,11,maturity,high,low,sparse,5.5,31,1800.0,proactive,17,IncheonHub,GimpoHub,8.25,210.18,300.0,remote_uav_hd_control,7,5,2,0,7,0,0,157,12.84,8.79,245.0,1,7,0.2857142857142857,1,0,0
189,11,maturity,low,high,sparse,5.5,31,1800.0,proactive,15,IncheonHub,GimpoHub,8.25,138.79,600.0,remote_uav_hd_control,8,6,2,0,8,1,0,240,12.63,7.36,280.0,1,8,0.25,0,1,0
201,11,maturity,medium,high,sparse,5.5,31,1800.0,proactive,17,IncheonHub,GimpoHub,8.25,175.87,600.0,remote_uav_hd_control,8,6,2,0,8,0,0,190,12.67,7.33,280.0,1,8,0.25,0,1,0
103,7,maturity,high,mid,dense,3.0,31,1800.0,proactive,12,GimpoCity,Yeouido,12.53,192.19,450.0,remote_uav_hd_control,8,6,2,0,8,0,1,387,7.34,-2.12,257.0,1,8,0.25,1,0,1
181,11,maturity,low,low,sparse,5.5,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,139.29,300.0,remote_uav_hd_control,4,3,1,0,4,1,0,231,12.89,9.14,140.0,1,4,0.25,0,0,0
185,11,maturity,low,mid,sparse,5.5,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,139.29,450.0,remote_uav_hd_control,4,3,1,0,4,1,0,232,12.82,7.92,140.0,1,4,0.25,0,0,0
99,7,maturity,high,low,dense,3.0,31,1800.0,proactive,12,GimpoCity,Yeouido,12.53,192.19,300.0,remote_uav_hd_control,9,7,2,0,9,0,1,372,8.31,-0.59,292.0,1,9,0.2222222222222222,1,0,1
189,11,maturity,low,high,sparse,5.5,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,139.29,600.0,remote_uav_hd_control,5,4,1,0,5,2,0,236,12.66,7.47,175.0,1,5,0.2,0,1,0
193,11,maturity,medium,low,sparse,5.5,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,178.93,300.0,remote_uav_hd_control,5,4,1,0,5,0,0,182,12.79,8.8,175.0,1,5,0.2,0,0,0
197,11,maturity,medium,mid,sparse,5.5,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,178.93,450.0,remote_uav_hd_control,5,4,1,0,5,0,0,184,12.67,7.5,175.0,1,5,0.2,0,0,0
201,11,maturity,medium,high,sparse,5.5,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,178.93,600.0,remote_uav_hd_control,5,4,1,0,5,0,0,185,12.58,7.14,175.0,1,5,0.2,0,1,0
87,7,maturity,medium,low,dense,3.0,31,1800.0,proactive,12,GimpoCity,Yeouido,12.53,160.45,300.0,remote_uav_hd_control,6,5,1,0,6,0,0,443,8.42,-0.16,210.0,1,6,0.16666666666666666,0,0,1
151,11,growth,low,mid,dense,3.0,31,1800.0,proactive,18,IncheonHub,GimpoHub,8.25,137.24,450.0,remote_uav_hd_control,6,5,1,0,6,2,0,335,9.05,3.12,210.0,1,6,0.16666666666666666,0,0,1
155,11,growth,low,high,dense,3.0,31,1800.0,proactive,9,IncheonHub,GimpoHub,8.25,132.95,600.0,remote_uav_hd_control,6,5,1,0,6,2,0,380,7.67,0.28,210.0,1,6,0.16666666666666666,0,1,1
189,11,maturity,low,high,sparse,5.5,31,1800.0,proactive,17,IncheonHub,GimpoHub,8.25,137.24,600.0,remote_uav_hd_control,6,5,1,0,6,0,0,240,12.69,7.61,210.0,1,6,0.16666666666666666,0,1,0
193,11,maturity,medium,low,sparse,5.5,31,1800.0,proactive,15,IncheonHub,GimpoHub,8.25,178.19,300.0,remote_uav_hd_control,6,5,1,0,6,1,0,184,12.86,9.15,210.0,1,6,0.16666666666666666,0,0,0
197,11,maturity,medium,mid,sparse,5.5,31,1800.0,proactive,15,IncheonHub,GimpoHub,8.25,178.19,450.0,remote_uav_hd_control,6,5,1,0,6,1,0,185,12.78,7.91,210.0,1,6,0.16666666666666666,0,0,0
201,11,maturity,medium,high,sparse,5.5,31,1800.0,proactive,15,IncheonHub,GimpoHub,8.25,178.19,600.0,remote_uav_hd_control,6,5,1,0,6,1,0,186,12.68,7.54,210.0,1,6,0.16666666666666666,0,1,0
205,11,maturity,high,low,sparse,5.5,31,1800.0,proactive,15,IncheonHub,GimpoHub,8.25,212.89,300.0,remote_uav_hd_control,6,5,1,0,6,1,0,155,12.79,8.95,210.0,1,6,0.16666666666666666,1,0,0
159,11,growth,medium,low,dense,3.0,31,1800.0,proactive,18,IncheonHub,GimpoHub,8.25,175.87,300.0,remote_uav_hd_control,6,5,1,1,5,2,1,244,9.88,5.49,187.0,1,6,0.16666666666666666,0,0,1
163,11,growth,medium,mid,dense,3.0,31,1800.0,proactive,18,IncheonHub,GimpoHub,8.25,175.87,450.0,remote_uav_hd_control,6,5,1,1,5,2,1,263,8.8,2.58,187.0,1,6,0.16666666666666666,0,0,1
163,11,growth,medium,mid,dense,3.0,31,1800.0,proactive,25,IncheonHub,GimpoHub,8.25,172.53,450.0,remote_uav_hd_control,6,5,1,0,6,2,1,268,8.99,3.04,187.0,1,6,0.16666666666666666,0,0,1
159,11,growth,medium,low,dense,3.0,31,1800.0,proactive,25,IncheonHub,GimpoHub,8.25,172.53,300.0,remote_uav_hd_control,6,5,1,1,5,2,2,248,9.9,5.68,164.0,1,6,0.16666666666666666,0,0,1
171,11,growth,high,low,dense,3.0,31,1800.0,proactive,9,IncheonHub,GimpoHub,8.25,202.67,300.0,remote_uav_hd_control,6,5,1,1,5,2,2,213,9.88,5.6,164.0,1,6,0.16666666666666666,1,0,1
171,11,growth,high,low,dense,3.0,31,1800.0,proactive,18,IncheonHub,GimpoHub,8.25,210.18,300.0,remote_uav_hd_control,6,5,1,1,5,2,2,204,10.01,5.73,164.0,1,6,0.16666666666666666,1,0,1
171,11,growth,high,low,dense,3.0,31,1800.0,proactive,25,IncheonHub,GimpoHub,8.25,206.28,300.0,remote_uav_hd_control,6,5,1,1,5,2,2,206,9.94,5.74,164.0,1,6,0.16666666666666666,1,0,1
175,11,growth,high,mid,dense,3.0,31,1800.0,proactive,18,IncheonHub,GimpoHub,8.25,210.18,450.0,remote_uav_hd_control,6,5,1,1,5,2,2,220,8.91,2.74,164.0,1,6,0.16666666666666666,1,0,1
193,11,maturity,medium,low,sparse,5.5,31,1800.0,proactive,29,IncheonHub,Yongin,38.21,157.38,300.0,remote_uav_hd_control,25,21,4,0,25,2,0,1184,11.3,6.36,875.0,1,25,0.16,0,0,0
197,11,maturity,medium,mid,sparse,5.5,31,1800.0,proactive,29,IncheonHub,Yongin,38.21,157.38,450.0,remote_uav_hd_control,25,21,4,1,24,2,1,1227,10.7,4.41,852.0,1,25,0.16,0,0,0
181,11,maturity,low,low,sparse,5.5,31,1800.0,proactive,29,IncheonHub,Yongin,38.21,124.92,300.0,remote_uav_hd_control,27,23,4,0,27,3,0,1485,11.27,6.43,945.0,1,27,0.14814814814814814,0,0,0
201,11,maturity,medium,high,sparse,5.5,31,1800.0,proactive,29,IncheonHub,Yongin,38.21,157.38,600.0,remote_uav_hd_control,27,23,4,0,27,3,0,1274,10.0,3.03,945.0,1,27,0.14814814814814814,0,1,0
151,11,growth,low,mid,dense,3.0,31,1800.0,proactive,9,IncheonHub,GimpoHub,8.25,132.95,450.0,remote_uav_hd_control,7,6,1,0,7,3,0,347,9.06,2.95,245.0,1,7,0.14285714285714285,0,0,1
155,11,growth,low,high,dense,3.0,31,1800.0,proactive,18,IncheonHub,GimpoHub,8.25,137.24,600.0,remote_uav_hd_control,7,6,1,0,7,2,0,371,7.42,-0.19,245.0,1,7,0.14285714285714285,0,1,1
155,11,growth,low,high,dense,3.0,31,1800.0,proactive,25,IncheonHub,GimpoHub,8.25,135.02,600.0,remote_uav_hd_control,7,6,1,0,7,3,0,377,7.44,-0.13,245.0,1,7,0.14285714285714285,0,1,1
167,11,growth,medium,high,dense,3.0,31,1800.0,proactive,18,IncheonHub,GimpoHub,8.25,175.87,600.0,remote_uav_hd_control,7,6,1,0,7,2,0,292,7.25,-0.56,245.0,1,7,0.14285714285714285,0,1,1
185,11,maturity,low,mid,sparse,5.5,31,1800.0,proactive,17,IncheonHub,GimpoHub,8.25,137.24,450.0,remote_uav_hd_control,7,6,1,0,7,0,0,239,12.81,8.05,245.0,1,7,0.14285714285714285,0,0,0
159,11,growth,medium,low,dense,3.0,31,1800.0,proactive,9,IncheonHub,GimpoHub,8.25,169.43,300.0,remote_uav_hd_control,7,6,1,0,7,3,1,256,10.04,5.64,222.0,1,7,0.14285714285714285,0,0,1
167,11,growth,medium,high,dense,3.0,31,1800.0,proactive,9,IncheonHub,GimpoHub,8.25,169.43,600.0,remote_uav_hd_control,7,6,1,0,7,3,1,302,7.43,-0.07,222.0,1,7,0.14285714285714285,0,1,1
23,7,introduction,medium,high,dense,3.0,31,1800.0,proactive,8,IncheonHub,GimpoHub,8.25,180.75,600.0,remote_uav_hd_control,8,7,1,0,8,3,0,255,8.13,1.45,280.0,1,8,0.125,1,1,1
23,7,introduction,medium,high,dense,3.0,31,1800.0,proactive,23,IncheonHub,GimpoHub,8.25,181.08,600.0,remote_uav_hd_control,8,7,1,0,8,3,0,254,8.15,1.49,280.0,1,8,0.125,1,1,1
69,7,growth,high,high,sparse,5.5,31,1800.0,proactive,10,GimpoHub,Yeouido,8.06,212.14,600.0,remote_uav_hd_control,8,7,1,0,8,3,0,264,4.81,-4.27,280.0,1,8,0.125,1,1,0
147,11,growth,low,low,dense,3.0,31,1800.0,proactive,18,IncheonHub,GimpoHub,8.25,137.24,300.0,remote_uav_hd_control,8,7,1,0,8,4,0,315,10.18,6.09,280.0,1,8,0.125,0,0,1
151,11,growth,low,mid,dense,3.0,31,1800.0,proactive,25,IncheonHub,GimpoHub,8.25,135.02,450.0,remote_uav_hd_control,8,7,1,0,8,4,0,344,9.13,3.28,280.0,1,8,0.125,0,0,1
183,11,maturity,low,low,dense,3.0,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,139.29,300.0,remote_uav_hd_control,8,7,1,0,8,1,0,274,11.25,7.2,280.0,1,8,0.125,0,0,1
187,11,maturity,low,mid,dense,3.0,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,139.29,450.0,remote_uav_hd_control,8,7,1,0,8,1,0,292,10.44,4.67,280.0,1,8,0.125,0,0,1
195,11,maturity,medium,low,dense,3.0,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,178.93,300.0,remote_uav_hd_control,8,7,1,0,8,1,0,216,11.11,6.71,280.0,1,8,0.125,0,0,1
199,11,maturity,medium,mid,dense,3.0,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,178.93,450.0,remote_uav_hd_control,8,7,1,0,8,1,0,230,10.29,4.21,280.0,1,8,0.125,0,0,1
203,11,maturity,medium,high,dense,3.0,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,178.93,600.0,remote_uav_hd_control,8,7,1,0,8,1,0,240,9.51,2.7,280.0,1,8,0.125,0,1,1
207,11,maturity,high,low,dense,3.0,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,213.75,300.0,remote_uav_hd_control,8,7,1,0,8,1,0,183,10.99,6.33,280.0,1,8,0.125,1,0,1
209,11,maturity,high,mid,sparse,5.5,31,1800.0,proactive,17,IncheonHub,GimpoHub,8.25,210.18,450.0,remote_uav_hd_control,8,7,1,0,8,0,0,159,12.78,7.75,280.0,1,8,0.125,1,0,0
211,11,maturity,high,mid,dense,3.0,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,213.75,450.0,remote_uav_hd_control,8,7,1,0,8,1,0,195,10.15,3.77,280.0,1,8,0.125,1,0,1
213,11,maturity,high,high,sparse,5.5,31,1800.0,proactive,17,IncheonHub,GimpoHub,8.25,210.18,600.0,remote_uav_hd_control,8,7,1,0,8,0,0,161,12.62,7.27,280.0,1,8,0.125,1,1,0
215,11,maturity,high,high,dense,3.0,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,213.75,600.0,remote_uav_hd_control,8,7,1,0,8,1,0,203,9.38,2.23,280.0,1,8,0.125,1,1,1
27,7,introduction,high,low,dense,3.0,31,1800.0,proactive,7,Jamsil,Yeouido,7.0,227.57,300.0,remote_uav_hd_control,8,7,1,1,7,3,1,206,5.77,-2.07,257.0,1,8,0.125,1,0,1
61,7,growth,high,low,sparse,5.5,31,1800.0,proactive,16,GimpoHub,Yeouido,8.06,226.01,300.0,remote_uav_hd_control,8,7,1,1,7,3,1,231,6.11,-1.25,257.0,1,8,0.125,1,0,0
107,7,maturity,high,high,dense,3.0,31,1800.0,proactive,12,GimpoCity,Yeouido,12.53,192.19,600.0,remote_uav_hd_control,8,7,1,0,8,0,1,413,6.46,-3.06,257.0,1,8,0.125,1,1,1
163,11,growth,medium,mid,dense,3.0,31,1800.0,proactive,9,IncheonHub,GimpoHub,8.25,169.43,450.0,remote_uav_hd_control,8,7,1,0,8,4,1,276,9.1,3.28,257.0,1,8,0.125,0,0,1
167,11,growth,medium,high,dense,3.0,31,1800.0,proactive,25,IncheonHub,GimpoHub,8.25,172.53,600.0,remote_uav_hd_control,8,7,1,0,8,4,1,298,7.35,-0.47,257.0,1,8,0.125,0,1,1
179,11,growth,high,high,dense,3.0,31,1800.0,proactive,9,IncheonHub,GimpoHub,8.25,202.67,600.0,remote_uav_hd_control,8,7,1,0,8,4,1,254,7.5,-0.03,257.0,1,8,0.125,1,1,1
171,11,growth,high,low,dense,3.0,31,1800.0,proactive,4,GimpoHub,IncheonHub,8.25,189.35,300.0,remote_uav_hd_control,8,7,1,1,7,4,2,186,13.69,10.24,234.0,1,8,0.125,1,0,1
175,11,growth,high,mid,dense,3.0,31,1800.0,proactive,25,IncheonHub,GimpoHub,8.25,206.28,450.0,remote_uav_hd_control,8,7,1,1,7,4,2,227,8.73,2.52,234.0,1,8,0.125,1,0,1
179,11,growth,high,high,dense,3.0,31,1800.0,proactive,18,IncheonHub,GimpoHub,8.25,210.18,600.0,remote_uav_hd_control,8,7,1,1,7,4,2,244,7.12,-0.82,234.0,1,8,0.125,1,1,1
205,11,maturity,high,low,sparse,5.5,31,1800.0,proactive,29,IncheonHub,Yongin,38.21,188.61,300.0,remote_uav_hd_control,25,22,3,0,25,2,0,994,11.25,6.22,875.0,1,25,0.12,1,0,0
185,11,maturity,low,mid,sparse,5.5,31,1800.0,proactive,29,IncheonHub,Yongin,38.21,124.92,450.0,remote_uav_hd_control,27,24,3,1,26,3,1,1532,10.65,4.49,922.0,1,27,0.1111111111111111,0,0,0
93,7,maturity,medium,high,sparse,5.5,31,1800.0,proactive,5,IncheonHub,Ansan,27.22,168.39,600.0,remote_uav_hd_control,18,16,2,0,18,4,0,659,12.9,8.87,630.0,1,18,0.1111111111111111,0,1,0
115,11,introduction,low,mid,dense,3.0,31,1800.0,proactive,21,Jamsil,GimpoHub,15.03,126.16,450.0,remote_uav_hd_control,18,16,2,0,18,7,0,804,7.26,-2.04,630.0,1,18,0.1111111111111111,0,0,1
35,7,introduction,high,high,dense,3.0,31,1800.0,proactive,8,IncheonHub,GimpoHub,8.25,215.87,600.0,remote_uav_hd_control,9,8,1,0,9,3,0,214,8.16,1.41,315.0,1,9,0.1111111111111111,1,1,1
69,7,growth,high,high,sparse,5.5,31,1800.0,proactive,15,GimpoHub,Yeouido,8.06,211.22,600.0,remote_uav_hd_control,9,8,1,0,9,2,0,266,4.91,-4.11,315.0,1,9,0.1111111111111111,1,1,0
79,7,maturity,low,mid,dense,3.0,31,1800.0,proactive,13,GimpoHub,Bucheon,5.0,146.64,450.0,remote_uav_hd_control,9,8,1,0,9,2,0,254,2.77,-8.57,315.0,1,9,0.1111111111111111,0,0,1
83,7,maturity,low,high,dense,3.0,31,1800.0,proactive,13,GimpoHub,Bucheon,5.0,146.64,600.0,remote_uav_hd_control,9,8,1,0,9,1,0,254,2.01,-9.33,315.0,1,9,0.1111111111111111,0,1,1
95,7,maturity,medium,high,dense,3.0,31,1800.0,proactive,13,GimpoHub,Bucheon,5.0,189.96,600.0,remote_uav_hd_control,9,8,1,0,9,1,0,198,1.85,-9.83,315.0,1,9,0.1111111111111111,1,1,1
33,7,introduction,high,high,sparse,5.5,31,1800.0,proactive,30,Yeouido,IncheonHub,16.03,216.12,600.0,remote_uav_hd_control,9,8,1,1,8,5,1,329,13.29,9.85,292.0,1,9,0.1111111111111111,1,1,0
175,11,growth,high,mid,dense,3.0,31,1800.0,proactive,9,IncheonHub,GimpoHub,8.25,202.67,450.0,remote_uav_hd_control,9,8,1,1,8,4,2,231,8.8,2.41,269.0,1,9,0.1111111111111111,1,0,1
179,11,growth,high,high,dense,3.0,31,1800.0,proactive,25,IncheonHub,GimpoHub,8.25,206.28,600.0,remote_uav_hd_control,9,8,1,1,8,5,2,249,7.03,-1.22,269.0,1,9,0.1111111111111111,1,1,1
77,7,maturity,low,mid,sparse,5.5,31,1800.0,proactive,21,IncheonHub,GimpoHub,8.25,132.92,450.0,remote_uav_hd_control,19,17,2,0,19,7,0,295,11.32,5.55,665.0,1,19,0.10526315789473684,0,0,0
77,7,maturity,low,mid,sparse,5.5,31,1800.0,proactive,23,IncheonHub,GimpoHub,8.25,132.9,450.0,remote_uav_hd_control,19,17,2,0,19,7,0,295,11.32,5.55,665.0,1,19,0.10526315789473684,0,0,0
189,11,maturity,low,high,sparse,5.5,31,1800.0,proactive,29,IncheonHub,Yongin,38.21,124.92,600.0,remote_uav_hd_control,29,26,3,1,28,4,1,1592,10.0,3.15,992.0,1,29,0.10344827586206896,0,1,0
75,7,maturity,low,low,dense,3.0,31,1800.0,proactive,13,GimpoHub,Bucheon,5.0,146.64,300.0,remote_uav_hd_control,10,9,1,0,10,2,0,240,3.12,-8.28,350.0,1,10,0.1,0,0,1
87,7,maturity,medium,low,dense,3.0,31,1800.0,proactive,11,GimpoHub,Ansan,18.97,161.13,300.0,remote_uav_hd_control,10,9,1,0,10,0,0,415,14.01,10.59,350.0,1,10,0.1,0,0,1
87,7,maturity,medium,low,dense,3.0,31,1800.0,proactive,13,GimpoHub,Bucheon,5.0,189.96,300.0,remote_uav_hd_control,10,9,1,0,10,2,0,189,2.67,-9.28,350.0,1,10,0.1,1,0,1
91,7,maturity,medium,mid,dense,3.0,31,1800.0,proactive,11,GimpoHub,Ansan,18.97,161.13,450.0,remote_uav_hd_control,10,9,1,0,10,0,0,449,13.33,8.13,350.0,1,10,0.1,0,0,1
91,7,maturity,medium,mid,dense,3.0,31,1800.0,proactive,13,GimpoHub,Bucheon,5.0,189.96,450.0,remote_uav_hd_control,10,9,1,0,10,2,0,199,2.39,-9.46,350.0,1,10,0.1,1,0,1
99,7,maturity,high,low,dense,3.0,31,1800.0,proactive,11,GimpoHub,Ansan,18.97,192.98,300.0,remote_uav_hd_control,10,9,1,0,10,0,0,352,13.81,10.22,350.0,1,10,0.1,1,0,1
103,7,maturity,high,mid,dense,3.0,31,1800.0,proactive,11,GimpoHub,Ansan,18.97,192.98,450.0,remote_uav_hd_control,10,9,1,0,10,0,0,379,13.14,7.94,350.0,1,10,0.1,1,0,1
103,7,maturity,high,mid,dense,3.0,31,1800.0,proactive,13,GimpoHub,Bucheon,5.0,226.62,450.0,remote_uav_hd_control,10,9,1,0,10,2,0,168,2.16,-9.98,350.0,1,10,0.1,1,0,1
107,7,maturity,high,high,dense,3.0,31,1800.0,proactive,13,GimpoHub,Bucheon,5.0,226.62,600.0,remote_uav_hd_control,10,9,1,0,10,1,0,168,1.68,-10.36,350.0,1,10,0.1,1,1,1
191,11,maturity,low,high,dense,3.0,31,1800.0,proactive,11,IncheonHub,GimpoHub,8.25,139.29,600.0,remote_uav_hd_control,10,9,1,0,10,2,0,309,9.6,3.04,350.0,1,10,0.1,0,1,1
207,11,maturity,high,low,dense,3.0,31,1800.0,proactive,3,Yeouido,IncheonHub,16.31,226.42,300.0,remote_uav_hd_control,10,9,1,0,10,0,0,394,8.85,2.69,350.0,1,10,0.1,1,0,1
65,7,growth,high,mid,sparse,5.5,31,1800.0,proactive,10,GimpoHub,Yeouido,8.06,212.14,450.0,remote_uav_hd_control,10,9,1,1,9,4,1,251,6.19,-1.67,327.0,1,10,0.1,1,0,0
51,7,growth,medium,low,dense,3.0,31,1800.0,proactive,29,GimpoHub,Pangyo,21.93,189.01,300.0,remote_uav_hd_control,21,19,2,0,21,5,0,609,9.46,1.92,735.0,1,21,0.09523809523809523,1,0,1
205,11,maturity,high,low,sparse,5.5,31,1800.0,proactive,13,GimpoHub,Yongin,29.97,181.07,300.0,remote_uav_hd_control,21,19,2,0,21,3,0,830,10.87,5.4,735.0,1,21,0.09523809523809523,1,0,0
209,11,maturity,high,mid,sparse,5.5,31,1800.0,proactive,13,GimpoHub,Yongin,29.97,181.07,450.0,remote_uav_hd_control,21,19,2,0,21,3,0,874,10.11,3.28,735.0,1,21,0.09523809523809523,1,0,0
213,11,maturity,high,high,sparse,5.5,31,1800.0,proactive,13,GimpoHub,Yongin,29.97,181.07,600.0,remote_uav_hd_control,21,19,2,0,21,3,0,925,9.24,1.66,735.0,1,21,0.09523809523809523,1,1,0
107,7,maturity,high,high,dense,3.0,31,1800.0,proactive,14,Gangnam,IncheonHub,26.93,203.12,600.0,remote_uav_hd_control,32,29,3,0,32,7,0,788,7.62,-1.45,1120.0,1,32,0.09375,1,1,1
103,7,maturity,high,mid,dense,3.0,31,1800.0,proactive,14,Gangnam,IncheonHub,26.93,203.12,450.0,remote_uav_hd_control,32,29,3,1,31,8,1,734,8.66,-0.42,1097.0,1,32,0.09375,1,0,1
181,11,maturity,low,low,sparse,5.5,31,1800.0,proactive,10,IncheonHub,Yongin,38.21,129.72,300.0,remote_uav_hd_control,32,29,3,1,31,5,1,1441,11.04,6.12,1097.0,1,32,0.09375,0,0,0
39,7,growth,low,low,dense,3.0,31,1800.0,proactive,29,GimpoHub,Pangyo,21.93,146.01,300.0,remote_uav_hd_control,22,20,2,0,22,5,0,765,9.81,2.53,770.0,1,22,0.09090909090909091,0,0,1
63,7,growth,high,low,dense,3.0,31,1800.0,proactive,29,GimpoHub,Pangyo,21.93,225.51,300.0,remote_uav_hd_control,22,20,2,0,22,5,0,520,9.21,1.56,770.0,1,22,0.09090909090909091,1,0,1
89,7,maturity,medium,mid,sparse,5.5,31,1800.0,proactive,5,IncheonHub,Ansan,27.22,168.39,450.0,remote_uav_hd_control,22,20,2,0,22,6,0,645,13.19,9.51,770.0,1,22,0.09090909090909091,0,0,0
73,7,maturity,low,low,sparse,5.5,31,1800.0,proactive,6,IncheonHub,GimpoHub,8.25,126.91,300.0,remote_uav_hd_control,11,10,1,0,11,3,0,296,11.61,7.22,385.0,1,11,0.09090909090909091,0,0,0
83,7,maturity,low,high,dense,3.0,31,1800.0,proactive,21,IncheonHub,GimpoHub,8.25,132.92,600.0,remote_uav_hd_control,11,10,1,0,11,4,0,335,9.09,2.67,385.0,1,11,0.09090909090909091,0,1,1
83,7,maturity,low,high,dense,3.0,31,1800.0,proactive,23,IncheonHub,GimpoHub,8.25,132.9,600.0,remote_uav_hd_control,11,10,1,0,11,4,0,335,9.09,2.67,385.0,1,11,0.09090909090909091,0,1,1
99,7,maturity,high,low,dense,3.0,31,1800.0,proactive,13,GimpoHub,Bucheon,5.0,226.62,300.0,remote_uav_hd_control,11,10,1,0,11,2,0,163,2.34,-9.9,385.0,1,11,0.09090909090909091,1,0,1
99,7,maturity,high,low,dense,3.0,31,1800.0,proactive,21,IncheonHub,GimpoHub,8.25,202.62,300.0,remote_uav_hd_control,11,10,1,0,11,4,0,201,10.83,6.78,385.0,1,11,0.09090909090909091,1,0,1
99,7,maturity,high,low,dense,3.0,31,1800.0,proactive,23,IncheonHub,GimpoHub,8.25,202.57,300.0,remote_uav_hd_control,11,10,1,0,11,4,0,201,10.83,6.78,385.0,1,11,0.09090909090909091,1,0,1
105,7,maturity,high,high,sparse,5.5,31,1800.0,proactive,2,IncheonHub,GimpoHub,8.25,212.25,600.0,remote_uav_hd_control,11,10,1,0,11,4,0,188,10.99,4.81,385.0,1,11,0.09090909090909091,1,1,0
181,11,maturity,low,low,sparse,5.5,31,1800.0,proactive,13,GimpoHub,Yongin,29.97,120.61,300.0,remote_uav_hd_control,23,21,2,1,22,4,1,1202,10.98,5.79,782.0,1,23,0.08695652173913043,0,0,0
193,11,maturity,medium,low,sparse,5.5,31,1800.0,proactive,13,GimpoHub,Yongin,29.97,150.92,300.0,remote_uav_hd_control,23,21,2,1,22,4,1,991,10.94,5.58,782.0,1,23,0.08695652173913043,0,0,0
197,11,maturity,medium,mid,sparse,5.5,31,1800.0,proactive,13,GimpoHub,Yongin,29.97,150.92,450.0,remote_uav_hd_control,23,21,2,2,21,4,2,1043,10.2,3.45,759.0,1,23,0.08695652173913043,0,0,0
171,11,growth,high,low,dense,3.0,31,1800.0,proactive,22,IncheonHub,Suwon,31.59,205.09,300.0,remote_uav_hd_control,23,21,2,3,20,7,4,603,13.75,12.6,713.0,1,23,0.08695652173913043,1,0,1
